KlasseMerkmal_Nr;Klasse_ID;Merkmal_IDs;Einheit_ID;Sortier_Nr;Mussmerkmal
20239,00;EAB570c049;EAB578f001;;5,00;FALSE
20240,00;EAB570c049;EAB579f001;;6,00;FALSE
20241,00;EAB571c011;AAA358f001;;1,00;FALSE
20242,00;EAB571c011;AAA002f001;AAA001u001;2,00;FALSE
20243,00;EAB571c011;AAA040f001;AAA001u001;3,00;FALSE
20244,00;EAB572c010;AAA780f001;AAA001u001;1,00;FALSE
20245,00;EAB572c010;AAA358f001;;2,00;FALSE
20246,00;EAB573c005;AAA002f001;AAA001u001;1,00;FALSE
20247,00;EAB573c005;EAC210f001;;2,00;FALSE
20248,00;EAB573c005;EAC211f001;;3,00;FALSE
20249,00;EAB574c005;AAA002f001;AAA032u001;1,00;FALSE
20250,00;EAB575c012;AAA040f001;AAA001u001;1,00;FALSE
20251,00;EAB575c012;AAA472f001;AAA001u001;2,00;FALSE
20252,00;EAB575c012;EAA462f001;;3,00;FALSE
20253,00;EAB575c012;EAB580f001;AAA009u001;4,00;FALSE
20254,00;EAB576c011;EAB049f001;;1,00;FALSE
20255,00;EAB576c011;AAA678f001;AAA017u001;2,00;FALSE
20256,00;EAB577c028;AAA353f001;AAA001u001;1,00;FALSE
20257,00;EAB577c028;AAA031f001;AAA001u001;2,00;FALSE
20258,00;EAB577c028;AAA002f001;AAA001u001;3,00;FALSE
20259,00;EAB577c028;AAA198f001;AAA001u001;4,00;FALSE
20260,00;EAB577c028;AAA026f001;;5,00;FALSE
20261,00;EAB577c028;EAB581f001;AAA001u001;6,00;FALSE
20262,00;EAB578c019;AAA358f001;;1,00;FALSE
20263,00;EAB578c019;AAB223f001;;2,00;FALSE
20264,00;EAB578c019;AAB222f001;;3,00;FALSE
20265,00;EAB581c008;AAA040f001;AAA001u001;1,00;FALSE
20266,00;EAB581c008;AAA472f001;AAA001u001;2,00;FALSE
20267,00;EAB582c011;AAA031f001;AAA001u001;1,00;FALSE
20268,00;EAB582c011;AAA040f001;AAA001u001;2,00;FALSE
20269,00;EAB582c011;AAA472f001;AAA001u001;3,00;FALSE
20270,00;EAB583c007;AAA678f001;AAA017u001;1,00;TRUE
20271,00;EAB584c025;AAA002f001;AAA001u001;1,00;FALSE
20272,00;EAB584c025;AAB223f001;;2,00;FALSE
20273,00;EAB584c025;AAB222f001;;3,00;FALSE
20274,00;EAB584c025;EAB189f001;AAA001u001;4,00;FALSE
20275,00;EAB584c025;AAA196f001;;5,00;FALSE
20276,00;EAB585c005;AAC501f001;AAA001u001;1,00;FALSE
20277,00;EAB586c007;AAA081f001;AAA038u001;1,00;FALSE
20278,00;EAB586c007;AAA032f001;AAA001u001;2,00;FALSE
20279,00;EAB588c008;AAB607f001;AAA003u001;1,00;FALSE
20280,00;EAB588c008;EAA975f001;AAA001u001;2,00;FALSE
20281,00;EAB590c004;AAA197f001;AAA035u001;1,00;FALSE
20282,00;EAB591c004;AAA197f001;AAA022u001;1,00;FALSE
20283,00;EAB592c004;AAA197f001;AAA022u001;1,00;FALSE
20284,00;EAB593c002;AAA197f001;AAA035u001;1,00;TRUE
20285,00;EAB594c008;AAA081f001;AAA038u001;1,00;FALSE
20286,00;EAB594c008;EAB174f001;AAA001u001;2,00;FALSE
20287,00;EAB595c004;EAC116f001;;1,00;TRUE
20288,00;EAB596c011;AAA002f001;AAA001u001;1,00;FALSE
20289,00;EAB596c011;AAA040f001;AAA001u001;2,00;FALSE
20290,00;EAB596c011;AAA031f001;AAA001u001;3,00;FALSE
20291,00;EAB597c024;AAA002f001;AAA001u001;1,00;FALSE
20292,00;EAB597c024;AAA040f001;AAA001u001;2,00;FALSE
20293,00;EAB597c024;AAA031f001;AAA001u001;3,00;FALSE
20294,00;EAB597c024;AAA073f001;AAA001u001;4,00;FALSE
20295,00;EAB597c024;EAB582f001;;5,00;FALSE
20296,00;EAB598c002;EAC385f001;;1,00;TRUE
20297,00;EAB599c004;AAA197f001;AAA022u001;1,00;FALSE
20298,00;EAB600c004;AAA197f001;AAA035u001;1,00;FALSE
20299,00;EAB601c004;AAA197f001;AAA035u001;1,00;FALSE
20300,00;EAB602c005;AAA197f001;AAA035u001;1,00;FALSE
20301,00;EAB604c005;AAA197f001;AAA035u001;1,00;FALSE
20302,00;EAB605c021;AAC233f001;AAA017u001;1,00;FALSE
20303,00;EAB605c021;AAA040f001;AAA001u001;2,00;FALSE
20304,00;EAB605c021;AAA031f001;AAA001u001;3,00;FALSE
20305,00;EAB605c021;AAA472f001;AAA001u001;4,00;FALSE
20306,00;EAB605c021;AAA358f001;;5,00;FALSE
20307,00;EAB605c021;EAB583f001;;6,00;FALSE
20308,00;EAB606c009;AAB222f001;;1,00;FALSE
20309,00;EAB606c009;AAA345f001;AAA001u001;2,00;FALSE
20310,00;EAB608c005;AAA032f001;AAA001u001;1,00;FALSE
20311,00;EAB609c002;AAA081f001;AAA001u001;1,00;TRUE
20312,00;EAB610c002;AAA002f001;AAA001u001;1,00;TRUE
20313,00;EAB611c015;AAA358f001;;1,00;FALSE
20314,00;EAB611c015;EAB584f001;;2,00;FALSE
20315,00;EAB612c018;AAA026f001;;1,00;FALSE
20316,00;EAB612c018;AAA358f001;;2,00;FALSE
20317,00;EAB613c023;AAB444f001;AAA001u001;1,00;FALSE
20318,00;EAB613c023;AAB480f001;;2,00;FALSE
20319,00;EAB613c023;AAA683f001;;3,00;FALSE
20320,00;EAB613c023;AAA002f001;AAA001u001;4,00;FALSE
20321,00;EAB613c023;AAA040f001;AAA001u001;5,00;FALSE
20322,00;EAB613c023;AAA031f001;AAA001u001;6,00;FALSE
20323,00;EAB614c005;EAB585f001;AAA001u001;1,00;FALSE
20324,00;EAB616c002;EAC411f001;;1,00;TRUE
20325,00;EAB617c002;EAC411f001;;1,00;TRUE
20326,00;EAB618c014;AAA031f001;AAA001u001;1,00;FALSE
20327,00;EAB618c014;AAA040f001;AAA001u001;2,00;FALSE
20328,00;EAB618c014;AAA472f001;AAA001u001;3,00;FALSE
20329,00;EAB618c014;AAA083f001;AAA015u001;4,00;FALSE
20330,00;EAB619c002;AAA003f001;AAA002u001;1,00;TRUE
20331,00;EAB620c013;AAB579f001;AAA001u001;1,00;FALSE
20332,00;EAB620c013;AAB364f001;AAA001u001;2,00;FALSE
20333,00;EAB620c013;EAB071f001;AAA001u001;3,00;FALSE
20334,00;EAB620c013;EAB655f001;;4,00;FALSE
20335,00;EAB622c003;EAB487f001;;1,00;FALSE
20336,00;EAB623c002;AAB223f001;;1,00;TRUE
20337,00;EAB624c002;AAA358f001;;1,00;TRUE
20338,00;EAB625c008;AAA294f001;AAA001u001;1,00;FALSE
20339,00;EAB625c008;AAC543f001;AAA001u001;2,00;FALSE
20340,00;EAB626c002;AAA002f001;AAA001u001;1,00;TRUE
20341,00;EAB627c009;AAA294f001;AAA001u001;1,00;FALSE
20342,00;EAB627c009;AAC543f001;AAA001u001;2,00;FALSE
20343,00;EAB628c002;EAA073f001;;1,00;TRUE
20344,00;EAB629c008;AAA081f001;AAA001u001;1,00;FALSE
20345,00;EAB629c008;AAC360f001;AAA001u001;2,00;FALSE
20346,00;EAB630c017;AAA081f001;AAA001u001;1,00;FALSE
20347,00;EAB630c017;AAA294f001;AAA001u001;2,00;FALSE
20348,00;EAB630c017;AAA030f001;AAA001u001;3,00;FALSE
20349,00;EAB630c017;AAC538f001;AAA017u001;4,00;FALSE
20350,00;EAB630c017;AAA585f001;AAA001u001;5,00;FALSE
20351,00;EAB631c014;AAA032f001;AAA001u001;1,00;FALSE
20352,00;EAB631c014;AAA358f001;;2,00;FALSE
20353,00;EAB633c012;AAB223f001;;1,00;FALSE
20354,00;EAB633c012;AAA358f001;;2,00;FALSE
20355,00;EAB635c009;AAA031f001;AAA001u001;1,00;FALSE
20356,00;EAB635c009;AAB612f001;AAA001u001;2,00;FALSE
20357,00;EAB635c009;AAC081f001;;3,00;FALSE
20358,00;EAB637c002;AAA002f001;AAA001u001;1,00;TRUE
20359,00;EAB638c002;AAA040f001;AAA001u001;1,00;TRUE
20360,00;EAB638c002;AAA031f001;AAA001u001;2,00;FALSE
20361,00;EAB639c012;EAB656f001;AAA001u001;1,00;FALSE
20362,00;EAB639c012;EAB657f001;AAA001u001;2,00;FALSE
20363,00;EAB641c008;EAB561f001;AAA001u001;1,00;FALSE
20364,00;EAB641c008;EAB562f001;AAA001u001;2,00;FALSE
20365,00;EAB642c002;AAA678f001;AAA017u001;1,00;TRUE
20366,00;EAB644c002;EAC515f001;AAA017u001;1,00;TRUE
20367,00;EAB645c002;AAB528f001;AAA017u001;1,00;TRUE
20368,00;EAB646c002;EAC116f001;;1,00;TRUE
20369,00;EAB648c003;EAC396f001;;1,00;TRUE
20370,00;EAB649c002;AAB223f001;;1,00;TRUE
20371,00;EAB650c002;EAC460f001;;1,00;TRUE
20372,00;EAB652c012;AAA026f001;;1,00;FALSE
20373,00;EAB652c012;AAA025f001;AAA001u001;2,00;FALSE
20374,00;EAB653c003;EAC378f001;;1,00;TRUE
20375,00;EAB653c003;EAC379f001;;2,00;FALSE
20376,00;EAB653c003;EAC345f001;;3,00;FALSE
20377,00;EAB653c003;EAC380f001;;4,00;FALSE
20378,00;EAB655c008;EAB093f001;AAA017u001;1,00;TRUE
20379,00;EAB657c002;AAA002f001;AAA001u001;1,00;TRUE
20380,00;EAB658c002;AAA002f001;AAA001u001;1,00;TRUE
20381,00;EAB660c002;EAC397f001;;1,00;TRUE
20382,00;EAB660c002;EAC549f001;AAA004u001;2,00;FALSE
20383,00;EAB660c002;EAC534f001;AAA004u001;3,00;FALSE
20384,00;EAB661c002;AAA002f001;AAA001u001;1,00;TRUE
20385,00;EAB662c003;EAC432f001;;1,00;TRUE
20386,00;EAB663c002;AAB853f001;AAA027u001;1,00;TRUE
20387,00;EAB663c002;AAB831f001;AAA027u001;2,00;FALSE
20388,00;EAB665c011;AAA026f001;;1,00;FALSE
20389,00;EAB665c011;EAB056f001;AAA001u001;2,00;FALSE
20390,00;EAB665c011;EAB057f001;AAA001u001;3,00;FALSE
20391,00;EAB666c011;AAA358f001;;1,00;FALSE
20392,00;EAB666c011;EAB056f001;AAA001u001;2,00;FALSE
20393,00;EAB666c011;EAB057f001;AAA001u001;3,00;FALSE
20394,00;EAB667c002;AAA358f001;;1,00;TRUE
20395,00;EAB667c002;EAC439f001;;2,00;FALSE
20396,00;EAB667c002;EAC443f001;;3,00;FALSE
20397,00;EAB668c002;EAC482f001;AAA017u001;1,00;TRUE
20398,00;EAB668c002;AAA358f001;;2,00;TRUE
20399,00;EAB668c002;EAC439f001;;3,00;TRUE
20400,00;EAB668c002;EAC443f001;;4,00;TRUE
20401,00;EAB669c006;AAA081f001;AAA001u001;1,00;FALSE
20402,00;EAB669c006;AAA198f001;AAA001u001;2,00;FALSE
20403,00;EAB670c025;AAA358f001;;1,00;FALSE
20404,00;EAB670c025;AAA002f001;AAA038u001;2,00;FALSE
20405,00;EAB670c025;AAA032f001;AAA001u001;3,00;FALSE
20406,00;EAB670c025;EAB112f001;AAA009u001;4,00;FALSE
20407,00;EAB670c025;AAA407f001;AAA001u001;5,00;FALSE
20408,00;EAB671c019;AAA358f001;;1,00;FALSE
20409,00;EAB671c019;AAA002f001;AAA001u001;2,00;FALSE
20410,00;EAB671c019;AAA040f001;AAA001u001;3,00;FALSE
20411,00;EAB671c019;AAA031f001;AAA001u001;4,00;FALSE
20412,00;EAB671c019;AAA197f001;AAA022u001;5,00;FALSE
20413,00;EAB672c018;AAA026f001;;1,00;FALSE
20414,00;EAB672c018;AAA358f001;;2,00;FALSE
20415,00;EAB672c018;AAA032f001;AAA001u001;3,00;FALSE
20416,00;EAB672c018;EAB496f001;AAA022u001;4,00;FALSE
20417,00;EAB673c023;AAA358f001;;1,00;FALSE
20418,00;EAB673c023;AAB359f001;AAA001u001;2,00;FALSE
20419,00;EAB673c023;AAA003f001;AAA009u001;3,00;FALSE
20420,00;EAB673c023;AAA032f001;AAA001u001;4,00;FALSE
20421,00;EAB673c023;AAA197f001;AAA022u001;5,00;FALSE
20422,00;EAB674c006;AAA081f001;AAA001u001;1,00;FALSE
20423,00;EAB674c006;AAA830f001;AAA001u001;2,00;FALSE
20424,00;EAB675c011;AAA081f001;AAA001u001;1,00;FALSE
20425,00;EAB675c011;AAC120f001;AAA003u001;2,00;FALSE
20426,00;EAB675c011;AAA830f001;AAA001u001;3,00;FALSE
20427,00;EAB675c011;EAB128f001;AAA001u001;4,00;FALSE
20428,00;EAB676c004;AAA081f001;AAA001u001;1,00;FALSE
20429,00;EAB677c026;AAA358f001;;1,00;FALSE
20430,00;EAB677c026;AAA031f001;AAA001u001;2,00;FALSE
20431,00;EAB677c026;AAA197f001;AAA035u001;3,00;FALSE
20432,00;EAB677c026;AAA032f001;AAA001u001;4,00;FALSE
20433,00;EAB677c026;EAB497f001;;5,00;FALSE
20434,00;EAB678c020;AAA358f001;;1,00;FALSE
20435,00;EAB678c020;AAA031f001;AAA001u001;2,00;FALSE
20436,00;EAB678c020;AAA032f001;AAA001u001;3,00;FALSE
20437,00;EAB679c004;AAA032f001;AAA001u001;1,00;FALSE
20438,00;EAB680c005;AAA032f001;AAA001u001;1,00;FALSE
20439,00;EAB681c012;AAA026f001;;1,00;FALSE
20440,00;EAB681c012;AAB222f001;;2,00;FALSE
20441,00;EAB683c014;AAC377f001;AAA001u001;1,00;FALSE
20442,00;EAB683c014;AAA032f001;AAA001u001;2,00;FALSE
20443,00;EAB683c014;EAB071f001;AAA001u001;3,00;FALSE
20444,00;EAB683c014;AAB364f001;AAA001u001;4,00;FALSE
20445,00;EAB683c014;EAB096f001;AAA001u001;5,00;FALSE
20446,00;EAB683c014;AAA885f001;AAA009u001;6,00;FALSE
20447,00;EAB683c014;EAC367f001;AAA001u001;7,00;FALSE
20448,00;EAB683c014;EAC368f001;AAA001u001;8,00;FALSE
20449,00;EAB683c014;EAC369f001;AAA001u001;9,00;FALSE
20450,00;EAB683c014;EAC377f001;AAA001u001;10,00;FALSE
20451,00;EAB685c012;AAB222f001;;1,00;FALSE
20452,00;EAB685c012;AAA683f001;;2,00;FALSE
20453,00;EAB686c003;AAA002f001;AAA001u001;1,00;TRUE
20454,00;EAB687c002;AAA002f001;AAA001u001;1,00;TRUE
20455,00;EAB688c012;AAB223f001;;1,00;FALSE
20456,00;EAB688c012;AAB222f001;;2,00;FALSE
20457,00;EAB689c006;EAB498f001;AAA022u001;1,00;FALSE
20458,00;EAB690c039;AAB785f001;AAA022u001;1,00;FALSE
20459,00;EAB690c039;AAA026f001;;2,00;FALSE
20460,00;EAB690c039;AAA358f001;;3,00;FALSE
20461,00;EAB690c039;AAB358f001;AAA001u001;4,00;FALSE
20462,00;EAB690c039;AAB359f001;AAA001u001;5,00;FALSE
20463,00;EAB690c039;AAA081f001;AAA001u001;6,00;FALSE
20464,00;EAB690c039;AAA003f001;AAA009u001;7,00;FALSE
20465,00;EAB690c039;AAA197f001;AAA022u001;8,00;FALSE
20466,00;EAB690c039;AAA032f001;AAA001u001;9,00;FALSE
20467,00;EAB690c039;AAB641f001;;10,00;FALSE
20468,00;EAB691c036;AAA026f001;;1,00;FALSE
20469,00;EAB691c036;AAA002f001;AAA001u001;2,00;FALSE
20470,00;EAB691c036;AAB223f001;;3,00;FALSE
20471,00;EAB691c036;AAB222f001;;4,00;FALSE
20472,00;EAB691c036;AAA683f001;;5,00;FALSE
20473,00;EAB691c036;AAA122f001;AAA001u001;6,00;FALSE
20474,00;EAB691c036;EAB133f001;AAA001u001;7,00;FALSE
20475,00;EAB691c036;AAA885f001;AAA009u001;8,00;FALSE
20476,00;EAB692c007;AAB222f001;;1,00;FALSE
20477,00;EAB693c015;AAA358f001;;1,00;FALSE
20478,00;EAB693c015;AAD045f001;AAA001u001;2,00;FALSE
20479,00;EAB694c043;AAA026f001;;1,00;FALSE
20480,00;EAB694c043;AAA358f001;;2,00;FALSE
20481,00;EAB694c043;AAB358f001;AAA001u001;3,00;FALSE
20482,00;EAB694c043;EAB088f001;AAA001u001;4,00;FALSE
20483,00;EAB694c043;AAB359f001;AAA001u001;5,00;FALSE
20484,00;EAB694c043;AAA003f001;AAA009u001;6,00;FALSE
20485,00;EAB694c043;AAA197f001;AAA022u001;7,00;FALSE
20486,00;EAB694c043;AAB223f001;;8,00;FALSE
20487,00;EAB694c043;AAA032f001;AAA001u001;9,00;FALSE
20488,00;EAB694c043;AAB641f001;;10,00;FALSE
20489,00;EAB695c010;AAB222f001;;1,00;FALSE
20490,00;EAB695c010;AAC081f001;;2,00;FALSE
20491,00;EAB696c019;AAA026f001;;1,00;FALSE
20492,00;EAB696c019;AAA081f001;AAA001u001;2,00;FALSE
20493,00;EAB696c019;EAB134f001;AAA001u001;3,00;FALSE
20494,00;EAB696c019;AAA678f001;AAA017u001;4,00;FALSE
20495,00;EAB696c019;EAB499f001;;5,00;FALSE
20496,00;EAB696c019;EAB500f001;;6,00;FALSE
20497,00;EAB701c005;AAA600f001;;1,00;FALSE
20498,00;EAB701c005;EAB129f001;AAA001u001;2,00;FALSE
20499,00;EAB702c002;AAA026f001;;1,00;TRUE
20500,00;EAB702c002;AAA541f001;;2,00;TRUE
20501,00;EAB704c002;AAC149f001;AAA001u001;1,00;FALSE
20502,00;EAB704c002;AAC150f001;AAA001u001;2,00;FALSE
20503,00;EAB704c002;AAA081f001;AAA001u001;3,00;FALSE
20504,00;EAB705c010;EAB135f001;AAA001u001;1,00;FALSE
20505,00;EAB705c010;EAB501f001;AAA017u001;2,00;FALSE
20506,00;EAB706c013;AAC149f001;AAA001u001;1,00;FALSE
20507,00;EAB706c013;AAC150f001;AAA001u001;2,00;FALSE
20508,00;EAB706c013;AAA026f001;;3,00;FALSE
20509,00;EAB706c013;AAA224f001;AAA001u001;4,00;FALSE
20510,00;EAB708c006;AAA211f001;AAA001u001;1,00;FALSE
20511,00;EAB708c006;EAB136f001;AAA017u001;2,00;FALSE
20512,00;EAB709c008;AAA002f001;AAA001u001;1,00;FALSE
20513,00;EAB709c008;AAA040f001;AAA001u001;2,00;FALSE
20514,00;EAB710c007;AAA081f001;AAA001u001;1,00;FALSE
20515,00;EAB710c007;AAA040f001;AAA001u001;2,00;FALSE
20516,00;EAB711c011;AAA039f001;;1,00;FALSE
20517,00;EAB712c014;AAB407f001;AAA001u001;1,00;FALSE
20518,00;EAB712c014;EAB064f001;;2,00;FALSE
20519,00;EAB712c014;EAB434f001;AAA001u001;3,00;FALSE
20520,00;EAB712c014;EAB436f001;AAA001u001;4,00;FALSE
20521,00;EAB713c013;EAB049f001;;1,00;FALSE
20522,00;EAB713c013;EAB435f001;AAA001u001;2,00;FALSE
20523,00;EAB713c013;EAB502f001;AAA001u001;3,00;FALSE
20524,00;EAB713c013;EAB503f001;AAA001u001;4,00;FALSE
20525,00;EAB718c003;AAA358f001;;1,00;TRUE
20526,00;EAB720c002;AAA541f001;;1,00;TRUE
20527,00;EAB722c013;AAA026f001;;1,00;FALSE
20528,00;EAB723c002;EAA415f001;AAA001u001;1,00;TRUE
20529,00;EAB723c002;EAA416f001;AAA001u001;2,00;FALSE
20530,00;EAB724c002;AAA026f001;;1,00;TRUE
20531,00;EAB725c008;AAA358f001;;1,00;FALSE
20532,00;EAB726c002;EAC391f001;;1,00;TRUE
20533,00;EAB726c002;EAC392f001;;2,00;FALSE
20534,00;EAB728c002;EAC532f001;AAA097u001;1,00;TRUE
20535,00;EAB728c002;AAD049f001;AAA036u001;2,00;FALSE
20536,00;EAB729c011;EAA439f001;AAA001u001;1,00;FALSE
20537,00;EAB729c011;AAA668f001;AAA001u001;2,00;FALSE
20538,00;EAB729c011;AAC081f001;;3,00;FALSE
20539,00;EAB730c006;AAA024f001;AAA001u001;1,00;FALSE
20540,00;EAB730c006;AAC081f001;;2,00;FALSE
20541,00;EAB731c007;AAA355f001;AAA036u001;1,00;FALSE
20542,00;EAB731c007;AAA762f001;AAA001u001;2,00;FALSE
20543,00;EAB731c007;EAB199f001;AAA097u001;3,00;FALSE
20544,00;EAB732c002;EAC452f001;;1,00;TRUE
20545,00;EAB733c005;AAA003f001;AAA002u001;1,00;FALSE
20546,00;EAB734c012;EAA439f001;AAA001u001;1,00;FALSE
20547,00;EAB734c012;EAB161f002;AAA020u001;2,00;FALSE
20548,00;EAB734c012;AAB402f001;EAA036u001;3,00;FALSE
20549,00;EAB734c012;EAB598f001;AAA001u001;4,00;FALSE
20550,00;EAB735c002;EAC441f001;;1,00;TRUE
20551,00;EAB736c008;AAC257f001;AAA001u001;1,00;FALSE
20552,00;EAB736c008;AAC258f001;AAA001u001;2,00;FALSE
20553,00;EAB737c002;AAA002f001;AAA001u001;1,00;TRUE
20554,00;EAB737c002;AAA040f001;AAA001u001;2,00;FALSE
20555,00;EAB738c004;AAB402f001;AAA097u001;1,00;FALSE
20556,00;EAB739c002;AAA002f001;AAA001u001;1,00;TRUE
20557,00;EAB742c013;AAA003f001;AAA009u001;1,00;FALSE
20558,00;EAB742c013;AAA040f001;AAA001u001;2,00;FALSE
20559,00;EAB742c013;AAA472f001;AAA001u001;3,00;FALSE
20560,00;EAB742c013;AAA031f001;AAA001u001;4,00;FALSE
20561,00;EAB743c013;AAA040f001;AAA001u001;1,00;FALSE
20562,00;EAB743c013;AAA031f001;AAA001u001;2,00;FALSE
20563,00;EAB743c013;AAA472f001;AAA001u001;3,00;FALSE
20564,00;EAB743c013;AAA003f001;AAA009u001;4,00;FALSE
20565,00;EAB744c017;AAA003f001;AAA009u001;1,00;FALSE
20566,00;EAB744c017;AAB666f001;AAA001u001;2,00;FALSE
20567,00;EAB744c017;AAC422f001;AAA001u001;3,00;FALSE
20568,00;EAB744c017;EAB599f001;AAA001u001;4,00;FALSE
20569,00;EAB744c017;EAB600f001;AAA001u001;5,00;FALSE
20570,00;EAB744c017;EAB602f001;AAA001u001;6,00;FALSE
20571,00;EAB744c017;EAB601f001;AAA001u001;7,00;FALSE
20572,00;EAB745c017;AAA002f001;AAA001u001;1,00;FALSE
20573,00;EAB745c017;AAA040f001;AAA001u001;2,00;FALSE
20574,00;EAB745c017;AAA031f001;AAA001u001;3,00;FALSE
20575,00;EAB745c017;EAB172f001;AAA001u001;4,00;FALSE
20576,00;EAB745c017;EAB154f001;AAA001u001;5,00;FALSE
20577,00;EAB749c004;AAC826f001;AAA038u001;1,00;FALSE
20578,00;EAB750c008;AAA026f001;;1,00;FALSE
20579,00;EAB751c002;AAA040f001;AAA001u001;1,00;TRUE
20580,00;EAB751c002;AAA031f001;AAA001u001;2,00;FALSE
20581,00;EAB751c002;AAA472f001;AAA001u001;3,00;FALSE
20582,00;EAB752c002;AAA040f001;AAA001u001;1,00;TRUE
20583,00;EAB752c002;AAA031f001;AAA001u001;2,00;FALSE
20584,00;EAB753c002;EAC551f001;AAA005u001;1,00;TRUE
20585,00;EAB753c002;EAC541f001;AAA005u001;2,00;FALSE
20586,00;EAB754c002;AAA040f001;AAA001u001;1,00;TRUE
20587,00;EAB754c002;AAA031f001;AAA001u001;2,00;FALSE
20588,00;EAB754c002;AAA472f001;AAA001u001;3,00;FALSE
20589,00;EAB755c004;AAA197f001;AAA022u001;1,00;FALSE
20590,00;EAB757c005;EAB603f001;AAA009u001;1,00;FALSE
20591,00;EAB758c004;AAA197f001;AAA035u001;1,00;FALSE
20592,00;EAB760c013;AAA026f001;;1,00;FALSE
20593,00;EAB760c013;AAA081f001;AAA001u001;2,00;FALSE
20594,00;EAB761c008;AAA462f001;AAA001u001;1,00;FALSE
20595,00;EAB761c008;AAC023f001;AAA001u001;2,00;FALSE
20596,00;EAB762c009;AAA678f001;AAA017u001;1,00;FALSE
20597,00;EAB763c005;AAA002f001;AAA001u001;1,00;FALSE
20598,00;EAB764c034;AAA462f001;AAA001u001;1,00;FALSE
20599,00;EAB764c034;AAC168f001;AAA056u001;2,00;FALSE
20600,00;EAB764c034;AAA003f001;AAA009u001;3,00;FALSE
20601,00;EAB764c034;AAA002f001;AAA001u001;4,00;FALSE
20602,00;EAB764c034;AAA040f001;AAA001u001;5,00;FALSE
20603,00;EAB764c034;AAB467f001;AAA001u001;6,00;FALSE
20604,00;EAB764c034;EAB082f001;AAA001u001;7,00;FALSE
20605,00;EAB764c034;AAB906f001;AAA001u001;8,00;FALSE
20606,00;EAB764c034;EAB200f001;AAA001u001;9,00;FALSE
20607,00;EAB764c034;EAB085f001;AAA001u001;10,00;FALSE
20608,00;EAB764c034;EAB086f001;AAA001u001;11,00;FALSE
20609,00;EAB765c011;AAA002f001;AAA001u001;1,00;FALSE
20610,00;EAB765c011;EAB172f001;AAA001u001;2,00;FALSE
20611,00;EAB765c011;EAB154f001;AAA001u001;3,00;FALSE
20612,00;EAB766c002;AAB223f001;;1,00;TRUE
20613,00;EAB767c004;AAA040f001;AAA001u001;1,00;FALSE
20614,00;EAB768c004;AAA002f001;AAA001u001;1,00;FALSE
20615,00;EAB769c006;AAA032f001;AAA001u001;1,00;FALSE
20616,00;EAB769c006;AAB931f001;AAA001u001;2,00;FALSE
20617,00;EAB770c009;AAA197f001;AAA035u001;1,00;FALSE
20618,00;EAB770c009;EAB159f001;AAA027u001;2,00;FALSE
20619,00;EAB770c009;EAB160f001;AAA027u001;3,00;FALSE
20620,00;EAB771c013;EAB159f001;AAA027u001;1,00;FALSE
20621,00;EAB771c013;EAB160f001;AAA027u001;2,00;FALSE
20622,00;EAB771c013;EAB161f002;AAA020u001;3,00;FALSE
20623,00;EAB772c002;EAC418f001;;1,00;TRUE
20624,00;EAB772c002;EAC412f001;;2,00;FALSE
20625,00;EAB772c002;EAC422f001;;3,00;FALSE
20626,00;EAB772c002;EAC414f001;;4,00;FALSE
20627,00;EAB773c009;AAB402f001;EAA036u001;1,00;FALSE
20628,00;EAB774c009;AAA002f001;AAA001u001;1,00;FALSE
20629,00;EAB774c009;EAB162f002;AAA017u001;2,00;FALSE
20630,00;EAB774c009;EAB542f001;;3,00;FALSE
20631,00;EAB776c002;EAC543f001;AAA001u001;1,00;TRUE
20632,00;EAB777c002;AAA040f001;AAA001u001;1,00;TRUE
20633,00;EAB777c002;AAA031f001;AAA001u001;2,00;FALSE
20634,00;EAB777c002;AAA472f001;AAA001u001;3,00;FALSE
20635,00;EAB778c002;EAC394f001;;1,00;TRUE
20636,00;EAB779c002;AAA002f001;AAA001u001;1,00;TRUE
20637,00;EAB779c002;AAA040f001;AAA001u001;2,00;FALSE
20638,00;EAB780c003;AAC081f001;;1,00;FALSE
20639,00;EAB781c011;AAA678f001;AAA017u001;1,00;FALSE
20640,00;EAB782c004;AAC081f001;AAA001u001;1,00;FALSE
20641,00;EAB783c002;EAC476f001;AAA017u001;1,00;TRUE
20642,00;EAB783c002;AAA081f001;AAA038u001;2,00;FALSE
20643,00;EAB785c009;AAC081f001;;1,00;FALSE
20644,00;EAB786c002;AAB996f001;;1,00;TRUE
20645,00;EAB787c005;AAA040f001;AAA001u001;1,00;FALSE
20646,00;EAB788c011;AAC149f001;AAA001u001;1,00;FALSE
20647,00;EAB788c011;AAC150f001;AAA001u001;2,00;FALSE
20648,00;EAB788c011;AAA081f001;AAA001u001;3,00;FALSE
20649,00;EAB789c009;AAA678f001;AAA017u001;1,00;FALSE
20650,00;EAB790c004;AAA197f001;AAA022u001;1,00;FALSE
20651,00;EAB792c012;AAA407f001;AAA001u001;1,00;FALSE
20652,00;EAB792c012;AAA040f001;AAA001u001;2,00;FALSE
20653,00;EAB792c012;AAA002f001;AAA001u001;3,00;FALSE
20654,00;EAB794c026;AAA040f001;AAA001u001;1,00;FALSE
20655,00;EAB794c026;AAA031f001;AAA001u001;2,00;FALSE
20656,00;EAB794c026;AAA472f001;AAA001u001;3,00;FALSE
